,COLLEGE,OVERALL,OFFENSE,DEFENSE,SPECIAL,YEAR
0,TEX,94.8,92.0,85.0,71.9,2005
1,USC,94.1,95.8,78.7,40.7,2005
2,OSU,86.9,73.3,83.7,74.7,2005
3,PSU,83.7,74.0,83.4,47.0,2005
4,VT,83.2,75.0,77.2,67.0,2005
5,ND,80.9,83.3,63.9,53.3,2005
6,MIAMI,79.6,62.4,79.5,71.5,2005
7,UGA,78.2,70.9,69.8,71.8,2005
8,ORE,77.8,70.2,75.0,55.1,2005
9,AUB,77.7,78.7,66.4,49.4,2005
10,WVU,77.0,76.2,69.4,46.7,2005
11,LSU,76.9,62.2,76.1,70.4,2005
12,FLA,76.9,64.7,71.2,78.9,2005
13,LOU,76.3,84.0,54.4,55.2,2005
14,IOWA,74.0,72.0,61.5,70.5,2005
15,TTU,73.4,77.8,58.9,47.5,2005
16,WISC,72.0,70.8,57.1,75.7,2005
17,MICH,71.9,56.5,72.7,70.3,2005
18,ALA,71.0,54.4,81.1,45.7,2005
19,BC,69.8,62.1,75.7,31.1,2005
20,UCLA,69.4,78.6,46.0,70.3,2005
21,TCU,69.0,51.7,75.0,61.3,2005
22,CLEM,68.9,72.5,60.1,43.1,2005
23,FRES,68.4,67.3,52.2,77.6,2005
24,ASU,68.1,79.0,48.2,50.1,2005
25,MINN,67.5,80.1,43.5,44.8,2005
26,CAL,66.9,62.9,64.4,52.0,2005
27,OKLA,66.8,51.9,76.4,42.8,2005
28,MSU,66.2,75.8,52.7,34.7,2005
29,FSU,65.9,45.3,72.0,71.3,2005
30,ISU,63.1,48.0,71.4,53.1,2005
31,NW,61.2,74.4,48.7,25.8,2005
32,GT,60.9,50.8,77.9,21.4,2005
33,USF,60.9,42.0,73.5,60.2,2005
34,TLSA,60.6,57.6,57.8,55.9,2005
35,SC,60.4,53.7,64.9,41.3,2005
36,WSU,59.6,68.5,48.7,45.2,2005
37,UVA,59.4,67.1,44.3,61.2,2005
38,PUR,58.1,52.0,57.7,60.0,2005
39,UTAH,57.9,64.0,49.4,46.3,2005
40,ARK,57.8,47.2,61.7,61.0,2005
41,TOL,57.7,60.1,51.5,52.3,2005
42,NCST,57.7,36.1,70.4,60.0,2005
43,BYU,57.0,72.4,35.3,52.1,2005
44,NEB,56.2,38.7,63.4,71.3,2005
45,TENN,56.2,35.1,77.7,36.4,2005
46,COLO,55.7,41.3,60.5,68.7,2005
47,MD,55.6,54.6,52.8,54.7,2005
48,STAN,55.2,47.2,53.1,70.5,2005
49,NIU,55.2,68.8,41.8,45.1,2005
50,MIZ,54.9,60.4,51.3,36.8,2005
51,BSU,54.7,49.4,48.4,77.2,2005
52,RUTG,54.5,51.5,52.4,59.8,2005
53,TA&M,54.2,70.2,36.7,50.0,2005
54,USM,53.6,49.8,46.0,77.3,2005
55,KU,53.5,29.3,73.7,54.8,2005
56,LT,51.9,48.4,54.2,51.6,2005
57,PITT,51.8,38.7,60.9,58.3,2005
58,UNM,51.7,50.9,52.0,49.8,2005
59,ARIZ,51.6,42.7,62.1,43.6,2005
60,KSU,50.9,42.9,60.8,43.9,2005
61,BAY,50.1,33.7,61.2,63.8,2005
62,M-OH,49.6,52.4,45.5,53.5,2005
63,ORST,49.4,36.6,62.6,52.6,2005
64,MEM,49.4,54.6,39.1,65.9,2005
65,VAN,49.3,68.6,39.1,21.8,2005
66,UNC,48.8,40.6,60.6,41.0,2005
67,UAB,47.7,63.9,36.4,38.4,2005
68,WAKE,47.4,40.9,48.2,67.4,2005
69,NAVY,46.6,68.8,27.7,48.1,2005
70,WASH,46.6,47.3,50.7,37.9,2005
71,BGSU,45.8,63.9,35.7,29.7,2005
72,CONN,45.5,32.0,69.7,29.7,2005
73,HOU,45.4,53.1,46.1,31.0,2005
74,UTEP,45.4,47.7,45.8,47.3,2005
75,SDSU,44.0,37.2,55.8,40.1,2005
76,CSU,43.9,53.6,37.7,48.3,2005
77,WYO,42.6,32.6,55.3,49.3,2005
78,UCF,42.2,49.6,32.5,65.9,2005
79,AFA,40.2,63.8,25.1,35.4,2005
80,NEV,40.1,50.9,35.6,40.1,2005
81,CMU,38.6,37.7,44.6,48.2,2005
82,AKR,38.5,31.8,54.2,41.3,2005
83,SMU,38.0,26.9,50.4,58.8,2005
84,WMU,36.7,44.6,30.5,63.3,2005
85,HAW,36.0,68.3,19.7,23.7,2005
86,EMU,35.4,42.0,31.8,59.8,2005
87,ECU,34.9,43.9,36.1,36.2,2005
88,OKST,34.4,26.6,46.6,55.9,2005
89,ARMY,34.4,36.1,39.0,48.3,2005
90,MISS,34.3,17.1,60.4,47.1,2005
91,IU,34.2,38.2,44.7,25.3,2005
92,MTSU,34.1,36.1,40.0,44.0,2005
93,ULL,31.7,54.0,20.7,44.6,2005
94,UK,31.3,30.5,29.5,77.7,2005
95,MSST,28.7,23.2,47.7,31.0,2005
96,OHIO,28.5,24.1,41.8,43.2,2005
97,SYR,28.5,11.5,60.9,40.8,2005
98,MRSH,28.1,27.1,41.8,37.3,2005
99,CIN,28.1,36.5,34.4,28.0,2005
100,ILL,26.7,46.5,21.0,32.6,2005
101,ARST,25.4,32.2,32.3,32.6,2005
102,ULM,24.9,36.9,26.4,33.4,2005
103,BALL,24.2,25.9,26.5,64.5,2005
104,TROY,23.7,12.0,48.5,54.0,2005
105,FIU,23.0,30.3,28.7,36.5,2005
106,SJSU,22.4,25.1,28.3,51.3,2005
107,UNLV,21.8,22.8,29.2,52.6,2005
108,TULN,21.2,24.5,29.3,42.6,2005
109,DUKE,20.2,19.4,33.1,43.3,2005
110,USU,19.2,25.0,26.5,37.1,2005
111,IDHO,18.9,19.0,30.5,44.3,2005
112,FAU,18.3,19.7,32.0,30.4,2005
113,UNT,16.3,16.0,25.2,54.9,2005
114,KENT,15.0,9.6,36.4,41.0,2005
115,RICE,14.1,36.3,10.5,30.4,2005
116,BUFF,10.5,10.7,31.7,18.4,2005
117,NMSU,9.7,17.4,13.0,48.9,2005
118,TEM,7.9,15.1,16.2,21.2,2005
119,OSU,89.6,83.3,82.1,67.9,2006
120,USC,86.4,79.0,79.6,66.4,2006
121,BYU,86.1,90.0,64.5,54.7,2006
122,LSU,85.0,85.0,75.1,43.4,2006
123,FLA,84.6,76.1,78.0,69.7,2006
124,LOU,84.0,83.1,73.7,52.8,2006
125,CAL,81.9,80.9,67.2,69.7,2006
126,MICH,81.0,69.6,80.5,59.0,2006
127,BSU,80.5,77.5,70.0,62.7,2006
128,RUTG,80.1,64.6,82.5,56.9,2006
129,OKLA,78.6,60.0,82.8,62.4,2006
130,WVU,78.6,92.1,43.0,58.6,2006
131,TEX,77.4,72.9,71.5,55.3,2006
132,TCU,77.3,60.0,84.1,55.5,2006
133,WISC,75.4,56.6,79.7,66.9,2006
134,VT,75.4,46.2,87.3,62.6,2006
135,HAW,74.4,93.4,35.3,36.1,2006
136,TENN,73.2,75.6,57.3,65.4,2006
137,ND,72.3,76.9,56.8,50.7,2006
138,ARK,72.2,70.9,68.2,42.9,2006
139,BC,71.3,54.6,77.3,56.7,2006
140,CLEM,70.4,69.1,72.2,27.2,2006
141,AUB,70.2,61.4,66.7,66.1,2006
142,MIZ,69.3,69.2,62.8,47.3,2006
143,NEB,69.3,66.8,62.2,57.7,2006
144,ORST,69.0,62.6,63.4,65.8,2006
145,OKST,68.7,80.4,46.3,53.3,2006
146,SC,68.0,77.0,46.1,62.0,2006
147,PSU,67.2,43.0,80.0,57.7,2006
148,GT,65.1,53.9,70.9,48.1,2006
149,TA&M,64.6,72.7,49.3,48.0,2006
150,WAKE,63.4,52.6,60.2,73.9,2006
151,UGA,63.2,44.8,75.4,49.0,2006
152,UCLA,63.1,47.3,71.8,53.3,2006
153,NAVY,62.1,71.4,46.0,48.6,2006
154,NEV,61.9,52.2,64.3,59.4,2006
155,MINN,61.8,75.4,40.9,58.3,2006
156,PITT,61.4,65.9,49.6,60.8,2006
157,USM,61.3,50.7,66.7,52.8,2006
158,ORE,61.1,70.2,50.4,36.2,2006
159,TTU,60.9,71.8,53.1,27.3,2006
160,ASU,59.8,57.7,57.4,52.7,2006
161,WSU,59.7,62.0,63.8,23.0,2006
162,UTAH,59.6,55.6,52.4,71.4,2006
163,IOWA,59.0,61.1,52.9,52.7,2006
164,FSU,57.9,47.1,66.5,47.9,2006
165,USF,57.7,48.1,64.9,44.7,2006
166,CIN,56.7,41.0,70.5,47.6,2006
167,CMU,56.6,61.4,47.8,56.0,2006
168,ALA,56.1,45.5,64.8,53.1,2006
169,UK,56.0,70.4,34.4,62.8,2006
170,HOU,55.9,72.5,35.5,49.1,2006
171,KU,55.4,47.8,56.7,61.6,2006
172,TLSA,54.9,59.8,47.9,49.2,2006
173,WASH,54.8,47.6,59.8,50.8,2006
174,ARIZ,53.3,29.9,72.5,58.9,2006
175,MD,52.1,56.4,39.1,74.3,2006
176,ECU,51.3,46.1,56.3,49.9,2006
177,MIAMI,51.3,39.1,67.3,39.6,2006
178,VAN,48.8,52.3,54.4,26.4,2006
179,PUR,47.7,60.4,42.1,32.3,2006
180,SJSU,47.3,49.9,47.3,45.2,2006
181,WYO,47.2,36.9,68.1,29.5,2006
182,OHIO,46.7,30.6,50.6,83.4,2006
183,NIU,45.9,48.6,40.7,62.7,2006
184,KSU,45.2,25.5,55.2,78.8,2006
185,WMU,44.2,30.5,65.5,42.4,2006
186,SYR,43.8,34.8,48.1,69.7,2006
187,UVA,43.6,27.4,61.2,52.3,2006
188,SMU,43.4,41.8,41.4,68.1,2006
189,MSU,43.2,41.5,46.2,53.7,2006
190,MISS,42.8,40.0,38.2,79.2,2006
191,NW,41.6,37.1,50.6,46.3,2006
192,BALL,40.4,50.5,29.0,68.3,2006
193,NCST,40.1,33.7,50.7,48.9,2006
194,AFA,39.9,64.1,22.9,40.1,2006
195,CSU,39.5,43.6,41.4,43.6,2006
196,RICE,39.5,55.4,28.7,46.7,2006
197,MTSU,39.2,31.8,46.8,61.9,2006
198,KENT,38.9,30.9,59.3,28.0,2006
199,CONN,38.7,37.3,46.8,43.2,2006
200,MRSH,38.6,55.4,33.0,34.6,2006
201,BAY,38.5,39.7,41.1,50.6,2006
202,UNM,38.2,30.7,50.2,49.4,2006
203,UTEP,37.2,41.1,37.0,53.4,2006
204,TROY,36.4,35.1,38.0,64.3,2006
205,COLO,36.3,34.4,47.0,36.8,2006
206,IU,36.1,36.3,37.0,61.2,2006
207,MSST,35.7,25.1,59.3,34.3,2006
208,ULM,35.2,40.4,37.4,44.4,2006
209,ILL,34.9,38.1,51.9,15.5,2006
210,AKR,34.5,40.4,40.1,31.8,2006
211,TOL,33.6,29.8,46.8,43.5,2006
212,UAB,32.3,37.5,35.9,42.5,2006
213,FRES,32.0,40.6,34.3,36.5,2006
214,ISU,31.5,52.8,20.8,46.7,2006
215,STAN,30.9,26.3,46.6,32.4,2006
216,UCF,29.3,40.1,26.1,49.2,2006
217,M-OH,29.1,33.9,37.1,33.6,2006
218,UNC,28.7,39.7,24.3,57.3,2006
219,TULN,28.5,36.9,37.5,20.2,2006
220,NMSU,27.6,45.4,22.7,28.3,2006
221,ULL,27.3,29.8,30.3,58.3,2006
222,MEM,25.7,45.4,20.0,39.6,2006
223,BGSU,25.6,42.3,25.6,22.1,2006
224,ARST,25.6,25.4,40.5,35.2,2006
225,FAU,25.5,20.3,45.9,37.7,2006
226,SDSU,23.5,19.4,37.2,49.3,2006
227,IDHO,22.8,29.1,31.8,29.4,2006
228,EMU,21.6,20.1,29.1,62.2,2006
229,UNLV,19.5,21.4,28.8,45.8,2006
230,ARMY,19.3,13.6,26.8,81.8,2006
231,DUKE,17.7,24.1,28.1,25.8,2006
232,FIU,17.4,8.9,47.8,24.7,2006
233,UNT,15.9,11.0,27.6,71.1,2006
234,LT,14.9,30.7,15.5,33.3,2006
235,BUFF,12.3,17.4,17.2,50.3,2006
236,USU,9.6,12.7,17.3,46.5,2006
237,TEM,5.2,6.2,12.9,45.8,2006
238,WVU,84.2,78.5,77.6,59.7,2007
239,USC,83.9,71.1,83.5,61.7,2007
240,KU,82.7,74.1,79.2,58.0,2007
241,FLA,82.6,93.1,49.8,63.4,2007
242,OKLA,82.5,77.2,75.3,60.2,2007
243,OSU,82.3,67.2,82.5,66.2,2007
244,MIZ,81.8,82.2,68.2,55.7,2007
245,LSU,80.8,75.0,75.8,55.8,2007
246,ORE,77.7,77.5,68.3,51.3,2007
247,VT,75.0,47.8,81.8,74.1,2007
248,UGA,74.5,71.1,67.7,56.7,2007
249,CIN,72.8,57.1,75.7,62.2,2007
250,CLEM,72.3,69.4,69.1,45.2,2007
251,USF,72.1,51.7,82.8,48.9,2007
252,BYU,72.0,67.8,69.6,46.6,2007
253,ASU,71.3,60.9,73.7,52.7,2007
254,ORST,71.1,46.6,87.4,36.9,2007
255,TEX,71.0,67.3,64.5,58.8,2007
256,PSU,70.1,58.9,72.4,55.3,2007
257,TTU,69.8,77.8,49.5,58.5,2007
258,TENN,68.0,68.0,61.7,49.9,2007
259,AUB,67.9,53.1,73.6,58.3,2007
260,ARK,67.8,66.9,61.5,54.0,2007
261,ILL,67.7,63.9,63.9,53.7,2007
262,BC,67.5,61.8,69.6,41.1,2007
263,CAL,67.4,71.7,60.0,40.8,2007
264,UTAH,66.6,43.4,75.6,69.8,2007
265,MICH,65.5,52.2,73.3,50.2,2007
266,HAW,64.9,71.4,55.8,39.2,2007
267,OKST,64.5,79.9,40.7,47.0,2007
268,BSU,64.4,69.0,41.6,78.7,2007
269,WAKE,63.6,43.8,74.8,56.6,2007
270,WISC,63.4,68.5,48.1,61.0,2007
271,UCLA,62.8,30.7,80.7,62.9,2007
272,CONN,62.6,46.7,68.4,64.4,2007
273,UK,62.5,70.9,49.2,46.0,2007
274,TCU,61.7,45.9,68.9,63.5,2007
275,RUTG,61.5,60.9,61.4,40.1,2007
276,TROY,60.6,49.2,63.9,64.4,2007
277,MSU,60.6,61.9,55.3,50.2,2007
278,ALA,60.1,52.8,60.0,61.1,2007
279,UCF,59.8,52.3,62.6,53.1,2007
280,AFA,59.6,63.6,53.4,44.6,2007
281,KSU,59.2,52.9,54.9,69.4,2007
282,SC,59.2,47.1,64.5,57.6,2007
283,ARIZ,59.1,52.2,59.5,58.6,2007
284,UVA,58.6,53.8,62.1,44.4,2007
285,FSU,58.3,40.3,67.6,62.7,2007
286,LOU,57.3,76.5,35.0,41.6,2007
287,FRES,57.2,65.0,39.3,71.8,2007
288,MD,57.0,55.4,50.0,67.0,2007
289,PUR,56.7,54.0,59.1,43.4,2007
290,TA&M,56.4,58.5,46.9,65.0,2007
291,WASH,55.9,62.6,47.6,49.0,2007
292,COLO,54.3,46.0,60.8,52.4,2007
293,MSST,53.9,32.2,71.5,53.6,2007
294,TLSA,53.7,73.7,35.1,35.6,2007
295,GT,53.2,45.2,51.6,72.1,2007
296,UNM,53.0,35.1,65.9,59.6,2007
297,WSU,52.2,63.1,45.2,34.7,2007
298,ECU,49.3,50.5,50.7,43.6,2007
299,VAN,49.2,41.1,63.5,33.3,2007
300,PITT,49.1,29.7,66.1,58.0,2007
301,IU,48.5,50.8,42.5,64.4,2007
302,UNC,47.7,39.2,52.6,60.6,2007
303,HOU,47.6,54.5,48.2,30.3,2007
304,NEB,47.6,64.4,32.1,53.3,2007
305,STAN,46.6,42.8,50.1,54.3,2007
306,IOWA,46.4,32.9,60.9,47.6,2007
307,BALL,46.1,50.7,40.9,56.1,2007
308,USM,44.3,41.2,47.5,57.1,2007
309,FAU,43.9,48.7,46.8,34.3,2007
310,MISS,43.6,44.2,46.7,45.9,2007
311,NCST,43.2,32.0,54.8,56.7,2007
312,NEV,43.0,64.0,35.3,21.8,2007
313,MIAMI,42.6,32.2,63.8,25.8,2007
314,CMU,42.5,62.8,26.1,51.0,2007
315,NAVY,41.0,80.2,10.8,53.5,2007
316,BGSU,39.4,49.6,33.3,52.1,2007
317,MTSU,39.4,44.0,42.1,40.3,2007
318,CSU,39.3,45.1,41.5,37.7,2007
319,WYO,38.2,25.5,63.3,35.2,2007
320,WMU,37.9,33.4,44.7,59.0,2007
321,NW,37.2,52.6,27.5,46.8,2007
322,ULM,36.1,35.2,40.6,55.7,2007
323,LT,35.0,25.6,51.5,50.8,2007
324,SDSU,34.8,53.4,22.9,58.6,2007
325,ND,34.5,15.4,63.9,44.1,2007
326,UTEP,34.0,46.3,25.2,65.5,2007
327,SJSU,33.9,40.1,38.6,34.4,2007
328,M-OH,33.0,28.6,47.4,39.9,2007
329,OHIO,32.5,35.7,31.9,61.7,2007
330,ISU,31.9,34.1,43.3,30.6,2007
331,UNLV,31.6,29.8,44.6,38.3,2007
332,MRSH,30.6,47.2,25.1,41.0,2007
333,DUKE,30.5,35.1,40.7,25.7,2007
334,MINN,29.2,48.7,19.6,53.0,2007
335,ARST,28.9,32.3,39.2,30.7,2007
336,AKR,28.8,23.6,40.4,53.8,2007
337,BUFF,28.5,33.8,27.4,62.7,2007
338,BAY,28.3,22.5,48.8,30.2,2007
339,MEM,27.6,49.0,19.6,35.9,2007
340,KENT,27.6,29.6,35.7,43.2,2007
341,TULN,27.3,31.6,33.5,40.7,2007
342,SYR,26.3,29.4,30.6,51.8,2007
343,TOL,25.0,43.8,17.1,49.2,2007
344,SMU,24.8,36.7,21.3,56.9,2007
345,EMU,23.8,37.7,21.6,44.2,2007
346,ULL,23.0,41.6,20.6,32.2,2007
347,NMSU,22.7,39.7,26.6,14.3,2007
348,TEM,22.6,17.7,45.5,30.4,2007
349,RICE,22.6,35.6,22.2,40.4,2007
350,USU,21.9,29.7,24.1,49.3,2007
351,UAB,21.7,27.4,21.8,63.1,2007
352,NIU,21.5,20.8,31.2,51.8,2007
353,ARMY,19.8,10.3,41.3,55.2,2007
354,UNT,17.7,26.1,23.3,33.6,2007
355,IDHO,15.8,15.0,23.7,66.3,2007
356,FIU,14.0,12.3,25.9,49.0,2007
357,FLA,95.4,91.4,86.4,78.3,2008
358,OKLA,93.8,95.3,79.2,41.1,2008
359,USC,93.1,89.4,86.6,55.8,2008
360,TEX,90.5,89.0,77.6,60.0,2008
361,PSU,88.5,87.7,73.5,67.1,2008
362,ALA,83.3,70.1,82.7,62.7,2008
363,BSU,81.6,66.4,77.6,79.8,2008
364,TCU,81.1,60.4,90.2,51.4,2008
365,OSU,79.6,65.8,74.4,78.7,2008
366,OKST,79.3,82.7,58.1,70.9,2008
367,TTU,78.7,84.9,57.5,51.6,2008
368,UTAH,78.1,66.4,72.3,76.7,2008
369,MIZ,77.0,80.3,59.2,66.1,2008
370,ORE,76.3,78.9,65.1,47.6,2008
371,MISS,76.1,71.4,69.7,58.7,2008
372,IOWA,74.4,61.5,75.1,60.3,2008
373,CAL,73.6,52.5,80.1,59.1,2008
374,ARIZ,72.5,69.3,64.0,62.5,2008
375,UGA,71.1,79.5,55.6,43.6,2008
376,ORST,70.7,66.0,70.0,46.9,2008
377,BALL,66.7,67.6,55.8,61.6,2008
378,KU,66.6,73.5,51.6,54.1,2008
379,FSU,65.6,57.1,61.3,70.9,2008
380,VT,64.9,47.7,78.4,47.1,2008
381,CIN,64.4,51.0,69.5,55.4,2008
382,BYU,64.2,75.2,42.2,58.9,2008
383,LSU,63.9,55.4,56.7,77.7,2008
384,RUTG,63.5,61.8,61.1,48.6,2008
385,WVU,63.3,62.9,59.0,49.3,2008
386,NEB,63.1,64.5,49.0,68.5,2008
387,TLSA,62.8,80.8,35.5,40.7,2008
388,CLEM,62.6,40.2,73.8,62.8,2008
389,PITT,62.5,49.6,64.7,67.5,2008
390,UNC,62.1,51.8,60.9,67.4,2008
391,MSU,61.5,48.1,67.6,58.8,2008
392,BC,61.2,42.5,78.8,40.7,2008
393,GT,61.2,58.8,63.5,36.5,2008
394,USF,61.0,64.6,53.7,47.6,2008
395,RICE,61.0,81.4,31.4,43.4,2008
396,NW,60.6,50.7,66.2,51.0,2008
397,TROY,60.5,50.2,63.3,61.0,2008
398,MIAMI,60.4,52.2,57.4,69.6,2008
399,CONN,59.3,41.7,77.7,39.3,2008
400,WAKE,57.9,37.0,75.5,49.2,2008
401,STAN,57.4,65.9,43.3,59.8,2008
402,SC,56.3,37.9,71.9,52.2,2008
403,ND,56.3,49.5,59.7,52.8,2008
404,BAY,54.9,70.5,43.2,30.6,2008
405,ILL,54.5,54.2,59.2,33.0,2008
406,ECU,53.7,37.2,68.4,49.5,2008
407,VAN,53.6,34.2,64.7,64.6,2008
408,WISC,53.3,50.9,56.0,46.3,2008
409,NAVY,52.6,66.5,34.7,61.7,2008
410,AFA,52.3,41.0,62.7,50.4,2008
411,ASU,51.9,35.1,66.0,50.6,2008
412,NCST,51.3,58.8,42.7,53.1,2008
413,AUB,51.2,28.5,70.9,60.1,2008
414,TENN,50.9,26.9,75.8,37.7,2008
415,MD,50.4,50.2,44.5,68.4,2008
416,BGSU,49.5,53.0,49.4,39.9,2008
417,HOU,49.4,63.4,40.1,34.6,2008
418,NEV,48.9,63.5,42.3,25.8,2008
419,USM,48.6,59.5,40.3,42.1,2008
420,MINN,46.9,40.5,55.1,47.2,2008
421,UK,46.8,30.0,58.5,67.8,2008
422,UVA,46.8,36.2,56.0,57.2,2008
423,PUR,46.7,45.0,53.5,39.0,2008
424,DUKE,46.5,39.5,56.8,45.7,2008
425,ARK,45.9,56.2,45.3,26.6,2008
426,BUFF,45.8,56.9,36.6,50.2,2008
427,ARST,44.7,39.7,54.4,42.8,2008
428,KSU,44.0,55.3,30.6,73.4,2008
429,TEM,43.6,26.3,55.1,70.5,2008
430,WMU,43.4,46.9,41.4,54.0,2008
431,CMU,43.2,59.9,27.9,54.9,2008
432,FRES,42.9,57.9,31.9,49.2,2008
433,NIU,42.9,37.8,52.8,44.1,2008
434,UCLA,42.2,25.4,62.2,56.4,2008
435,AKR,41.5,52.7,31.9,58.5,2008
436,UNM,41.4,23.4,65.2,49.9,2008
437,MICH,39.7,33.2,53.0,41.4,2008
438,UTEP,39.6,56.2,24.2,63.9,2008
439,LT,39.4,30.0,44.8,73.1,2008
440,COLO,39.4,30.7,60.2,27.7,2008
441,HAW,39.1,38.4,44.6,47.5,2008
442,CSU,39.0,57.2,29.6,37.0,2008
443,UNLV,38.3,60.6,22.8,50.1,2008
444,MRSH,38.1,33.6,46.2,50.4,2008
445,ULL,37.1,56.9,28.5,34.5,2008
446,MEM,37.1,52.3,32.4,28.7,2008
447,LOU,36.8,37.5,42.5,46.5,2008
448,FAU,36.6,44.0,38.5,37.5,2008
449,FIU,36.4,28.3,47.6,53.2,2008
450,UCF,36.1,11.8,66.3,58.6,2008
451,OHIO,36.1,36.3,40.7,50.7,2008
452,SJSU,35.3,12.9,71.4,42.1,2008
453,MSST,34.3,32.1,51.9,25.7,2008
454,UAB,33.6,45.0,24.6,62.1,2008
455,MTSU,32.7,32.4,37.3,56.5,2008
456,ISU,32.5,41.1,31.1,48.8,2008
457,TA&M,32.1,44.4,29.4,45.1,2008
458,SYR,31.3,38.7,30.1,53.6,2008
459,IU,28.5,32.9,32.4,46.6,2008
460,TOL,27.7,32.1,36.2,33.2,2008
461,KENT,26.8,42.1,29.6,19.9,2008
462,ULM,26.6,40.4,19.9,56.9,2008
463,WYO,24.6,17.1,53.6,20.7,2008
464,EMU,23.4,47.1,18.0,20.3,2008
465,USU,22.1,25.3,29.9,42.8,2008
466,SDSU,21.6,26.4,26.3,49.3,2008
467,ARMY,21.3,12.1,50.6,40.3,2008
468,M-OH,20.7,27.7,19.8,61.1,2008
469,SMU,19.9,28.0,19.4,63.6,2008
470,NMSU,19.1,24.6,26.2,38.8,2008
471,WASH,18.9,30.4,22.8,30.6,2008
472,TULN,18.4,26.8,28.3,21.3,2008
473,WKU,17.6,17.2,28.0,49.7,2008
474,WSU,10.8,14.8,20.6,32.0,2008
475,IDHO,8.3,20.9,8.9,44.8,2008
476,UNT,8.3,27.1,8.4,20.2,2008
477,ALA,89.3,77.3,89.9,55.9,2009
478,FLA,89.1,80.1,86.0,60.9,2009
479,TEX,86.2,67.4,89.1,66.9,2009
480,TCU,85.3,70.2,82.6,76.8,2009
481,BSU,82.9,72.7,80.1,63.6,2009
482,VT,80.8,77.0,73.8,56.7,2009
483,OSU,79.1,60.6,83.7,59.2,2009
484,NEB,77.4,41.3,86.3,78.3,2009
485,CIN,77.1,88.2,52.9,53.6,2009
486,PSU,76.8,71.2,79.3,32.9,2009
487,OKLA,76.5,52.2,88.9,50.0,2009
488,GT,75.2,85.1,45.5,58.5,2009
489,ORE,74.7,70.5,70.0,52.6,2009
490,PITT,73.7,75.8,60.2,60.2,2009
491,ARK,73.6,76.4,64.3,46.3,2009
492,LSU,73.6,57.7,70.4,78.0,2009
493,CLEM,70.3,57.4,70.8,63.2,2009
494,MIAMI,70.1,63.9,66.8,58.2,2009
495,WISC,69.9,67.8,64.9,49.6,2009
496,USC,69.8,63.6,68.2,51.5,2009
497,STAN,69.7,83.7,36.7,75.5,2009
498,TTU,69.0,63.5,66.7,52.5,2009
499,BYU,68.6,71.8,58.7,46.8,2009
500,CMU,68.4,71.5,53.3,64.1,2009
501,ARIZ,67.3,64.1,65.1,48.5,2009
502,IOWA,67.2,39.1,79.9,66.6,2009
503,ORST,67.0,73.0,47.6,66.4,2009
504,CONN,66.9,66.8,53.6,69.2,2009
505,MISS,66.2,50.2,77.1,42.4,2009
506,AUB,66.0,65.4,59.7,54.0,2009
507,UGA,66.0,62.0,60.5,61.6,2009
508,AFA,65.4,49.3,77.2,47.5,2009
509,UNC,65.2,39.8,85.0,34.7,2009
510,TENN,64.4,64.3,67.0,28.6,2009
511,UTAH,64.4,45.1,72.5,63.4,2009
512,OKST,63.7,44.9,71.8,63.4,2009
513,BC,61.9,43.1,72.4,55.1,2009
514,WVU,61.6,56.3,64.4,44.5,2009
515,SC,61.2,47.8,73.7,40.0,2009
516,HOU,60.1,78.7,31.5,52.3,2009
517,NAVY,59.6,60.5,52.3,57.5,2009
518,UK,59.0,55.5,54.7,62.9,2009
519,MIZ,58.9,58.2,56.0,51.4,2009
520,CAL,58.8,65.2,55.4,33.7,2009
521,ECU,58.5,49.7,61.3,58.8,2009
522,RUTG,58.3,36.0,72.0,62.0,2009
523,MSU,58.3,64.8,46.6,58.8,2009
524,USF,58.2,52.0,66.4,33.0,2009
525,FSU,57.3,72.1,29.6,74.4,2009
526,ND,56.7,69.4,41.9,42.6,2009
527,TA&M,56.4,69.6,46.3,27.9,2009
528,MSST,56.3,42.1,67.3,52.9,2009
529,UCLA,56.1,32.4,69.8,69.8,2009
530,MTSU,56.1,37.6,69.3,54.6,2009
531,WAKE,55.9,64.9,48.5,34.3,2009
532,TROY,55.8,59.9,45.0,62.4,2009
533,FRES,54.8,67.7,30.6,73.6,2009
534,WASH,54.5,61.2,50.7,35.7,2009
535,KU,53.7,58.7,50.4,39.9,2009
536,PUR,52.8,54.4,56.5,31.6,2009
537,NEV,52.4,73.6,32.1,37.9,2009
538,USM,52.3,60.0,41.8,57.8,2009
539,NW,52.1,52.1,53.6,43.2,2009
540,ISU,51.4,52.2,45.4,64.8,2009
541,TEM,51.3,45.8,55.1,53.4,2009
542,NCST,48.6,71.1,31.4,30.1,2009
543,ASU,48.6,27.7,72.3,45.7,2009
544,MICH,48.5,49.7,45.7,55.7,2009
545,KSU,48.2,46.6,47.7,58.9,2009
546,MINN,47.3,32.4,58.9,59.4,2009
547,LT,47.0,45.2,53.2,40.0,2009
548,NIU,45.7,49.4,36.6,70.3,2009
549,UVA,45.0,27.0,64.0,49.3,2009
550,OHIO,44.7,29.7,56.8,60.2,2009
551,DUKE,44.4,47.0,45.7,45.0,2009
552,SMU,44.1,40.6,45.1,62.5,2009
553,UCF,43.6,34.2,48.7,69.6,2009
554,MRSH,43.4,42.6,43.6,60.0,2009
