,NAME,COLLEGE,YEAR,QBR,PAA,PLAYS,EPA,PASS,RUN,QBR_SACK,PEN,RAW,OVERALL,OFFENSE,DEFENSE,SPECIAL,CMP,PATT,CMP%,PYDS,PAVG,PLNG,PTD,INT,TOTAL_SACKS,RTG,RATT,RYDS,RAVG,RLNG,RTD,AGE,DRAFTED
625,Colin Kaepernick,MTN-WEST,2010.0,87.7,108.4,575.0,110.3,65.2,48.8,-4.9,1.2,87.6,74.2,84.3,48.7,48.3,233.0,359.0,64.9,3022.0,8.4,79.0,21.0,8.0,10.0,150.5,173.0,1206.0,7.0,59.0,20.0,23.0,1.0
626,Terrelle Pryor Sr.,BIG10,2010.0,82.4,63.5,484.0,64.8,48.2,26.6,-8.3,-1.8,79.6,88.9,80.0,87.0,54.8,210.0,323.0,65.0,2772.0,8.6,65.0,27.0,11.0,19.0,157.9,135.0,754.0,5.6,66.0,4.0,23.0,
627,Scott Tolzien,BIG10,2010.0,80.6,39.4,315.0,44.5,57.1,-1.8,-11.4,0.7,78.6,80.4,84.0,63.0,56.0,194.0,266.0,72.9,2459.0,9.2,45.0,16.0,6.0,13.0,165.9,,,,,,20.0,
628,Andy Dalton,BIG12,2010.0,80.5,65.0,438.0,68.2,59.3,14.6,-6.9,1.3,82.4,88.1,79.7,83.9,63.1,209.0,316.0,66.1,2857.0,9.0,93.0,27.0,6.0,8.0,166.5,,,,,,22.0,1.0
629,Denard Robinson,BIG10,2010.0,79.9,57.2,554.0,72.6,31.7,46.8,-4.5,-1.4,74.5,50.0,77.5,30.0,23.8,182.0,291.0,62.5,2570.0,8.8,75.0,18.0,11.0,7.0,149.6,256.0,1702.0,6.6,87.0,14.0,21.0,1.0
630,Chandler Harnish,MAC,2010.0,78.7,70.7,464.0,79.9,59.2,24.3,-7.5,3.8,83.0,65.2,72.1,51.1,51.6,189.0,292.0,64.7,2530.0,8.7,69.0,21.0,5.0,12.0,157.8,137.0,836.0,6.1,69.0,7.0,23.0,1.0
631,Tyrod Taylor,ACC,2010.0,78.3,49.4,498.0,61.1,54.1,22.4,-19.6,4.3,73.7,80.0,77.5,66.0,72.8,188.0,315.0,59.7,2743.0,8.7,69.0,24.0,5.0,34.0,154.8,146.0,659.0,4.5,72.0,5.0,22.0,1.0
632,Taylor Potts,BIG12,2010.0,78.1,69.0,618.0,82.5,83.4,8.9,-11.7,1.9,76.1,56.4,62.5,49.8,42.2,369.0,551.0,67.0,3726.0,6.8,55.0,35.0,10.0,17.0,141.1,,,,,,22.0,
633,Greg McElroy,SEC,2010.0,77.8,33.7,401.0,42.8,58.6,3.2,-19.2,0.2,70.5,89.8,87.7,79.1,60.7,222.0,313.0,70.9,2987.0,9.5,85.0,20.0,5.0,30.0,169.0,,,,,,22.0,1.0
634,Ryan Mallett,SEC,2010.0,76.1,33.7,509.0,49.7,67.9,-0.1,-17.1,-1.0,66.6,80.6,80.7,69.9,51.3,266.0,411.0,64.7,3869.0,9.4,89.0,32.0,12.0,25.0,163.7,,,,,,20.0,1.0
635,Mike Hartline,SEC,2010.0,75.6,40.7,471.0,52.1,57.9,0.6,-9.2,2.9,71.1,52.2,61.2,39.5,55.4,268.0,405.0,66.2,3178.0,7.8,55.0,23.0,9.0,14.0,146.4,,,,,,0.0,
636,Aaron Murray,SEC,2010.0,74.3,32.1,453.0,45.3,53.7,9.9,-17.9,-0.6,67.6,71.4,67.8,61.9,67.9,209.0,342.0,61.1,3049.0,8.9,66.0,24.0,8.0,24.0,154.5,,,,,,21.0,1.0
637,Robert Griffin III,BIG12,2010.0,73.3,49.8,656.0,59.0,62.2,10.5,-11.6,-2.2,68.7,53.9,70.1,42.9,30.4,304.0,454.0,67.0,3501.0,7.7,94.0,22.0,8.0,20.0,144.2,149.0,635.0,4.3,71.0,8.0,0.0,1.0
638,Ryan Lindley,MTN-WEST,2010.0,73.0,49.3,482.0,62.7,63.2,3.4,-6.4,2.6,74.3,63.5,69.4,54.0,47.3,243.0,421.0,57.7,3830.0,9.1,90.0,28.0,14.0,9.0,149.4,,,,,,0.0,1.0
639,Stephen Garcia,SEC,2010.0,71.9,25.7,506.0,44.6,55.9,3.6,-15.1,0.2,62.9,78.4,75.0,74.7,40.5,224.0,349.0,64.2,3059.0,8.8,72.0,20.0,14.0,24.0,148.7,,,,,,2010.0,
640,Ricky Stanzi,BIG10,2010.0,71.5,33.3,432.0,45.8,53.0,3.8,-10.6,-0.2,69.0,72.9,66.2,69.6,55.7,221.0,345.0,64.1,3004.0,8.7,70.0,25.0,6.0,19.0,157.6,,,,,,2010.0,1.0
641,Tino Sunseri,ACC,2010.0,71.3,29.1,441.0,44.2,45.4,11.4,-13.3,0.6,66.5,66.2,63.9,61.5,53.2,223.0,346.0,64.5,2572.0,7.4,79.0,16.0,9.0,21.0,137.0,,,,,,0.0,
642,Jeff Godfrey,American,2010.0,70.2,44.2,421.0,55.7,45.6,22.5,-11.1,-1.2,74.8,64.0,57.8,61.4,61.5,159.0,238.0,66.8,2159.0,9.1,60.0,13.0,8.0,18.0,154.3,152.0,566.0,3.7,35.0,9.0,21.0,
643,Brandon Weeden,BIG12,2010.0,70.1,35.3,569.0,52.4,65.1,-3.4,-9.5,0.2,65.6,76.7,74.0,67.2,62.2,342.0,511.0,66.9,4277.0,8.4,81.0,34.0,13.0,8.0,154.1,,,,,,0.0,1.0
644,Landry Jones,BIG12,2010.0,70.1,33.9,723.0,57.0,67.0,-1.3,-13.9,5.2,62.0,79.9,71.5,77.3,57.4,405.0,617.0,65.6,4718.0,7.6,86.0,38.0,12.0,19.0,146.3,,,,,,19.0,1.0
645,Taylor Martinez,BIG10,2010.0,69.8,22.4,390.0,34.5,25.0,28.6,-17.8,-1.4,64.5,75.6,60.4,77.9,61.1,116.0,196.0,59.2,1631.0,8.3,79.0,10.0,7.0,26.0,138.8,162.0,965.0,6.0,80.0,12.0,0.0,
646,Tyler Bray,SEC,2010.0,69.7,17.0,272.0,23.4,29.1,0.4,-8.4,2.2,65.7,57.9,54.7,58.4,48.6,125.0,224.0,55.8,1849.0,8.3,80.0,18.0,10.0,16.0,142.7,,,,,,21.0,
647,Dan Persa,BIG10,2010.0,69.6,46.3,500.0,66.0,71.4,16.9,-22.3,0.1,72.4,46.6,51.4,40.2,58.7,222.0,302.0,73.5,2581.0,8.5,50.0,15.0,4.0,34.0,159.0,,,,,,0.0,
648,Dominique Davis,American,2010.0,69.5,54.5,755.0,72.9,66.6,11.6,-9.4,4.2,67.9,38.8,57.7,19.6,70.6,393.0,609.0,64.5,3967.0,6.5,77.0,37.0,16.0,15.0,134.0,,,,,,23.0,
649,Darron Thomas,PAC-12,2010.0,69.3,24.6,489.0,42.2,37.0,12.2,-8.9,1.8,62.8,87.2,81.2,83.2,48.2,222.0,361.0,61.5,2881.0,8.0,84.0,30.0,9.0,10.0,151.0,,,,,,2010.0,
650,T.J. Yates,ACC,2010.0,68.3,30.4,557.0,53.0,72.6,3.5,-25.0,2.0,63.8,55.1,55.3,60.9,28.5,282.0,422.0,66.8,3418.0,8.1,97.0,19.0,9.0,37.0,145.5,,,,,,20.0,1.0
651,Cody Hawkins,PAC-12,2010.0,67.9,13.8,260.0,17.8,18.3,-0.8,-2.8,3.0,63.4,48.2,51.5,49.0,39.8,124.0,231.0,53.7,1547.0,6.7,62.0,14.0,5.0,4.0,125.6,,,,,,0.0,
652,Matt Barkley,PAC-12,2010.0,67.9,18.2,457.0,35.6,41.1,5.9,-11.3,-0.3,60.2,70.1,69.3,57.2,68.8,236.0,377.0,62.6,2791.0,7.4,61.0,26.0,12.0,16.0,141.2,,,,,,21.0,1.0
653,Russell Wilson,ACC,2010.0,67.8,27.5,716.0,53.6,46.4,26.4,-22.8,3.7,59.9,72.4,58.3,74.3,65.4,308.0,527.0,58.4,3563.0,6.8,60.0,28.0,14.0,39.0,127.5,,,,,,2010.0,1.0
654,Nick Foles,PAC-12,2010.0,67.5,18.5,511.0,35.5,50.4,2.3,-17.2,0.0,59.3,65.8,68.9,61.4,32.8,286.0,426.0,67.1,3191.0,7.5,85.0,20.0,10.0,23.0,140.9,,,,,,23.0,1.0
655,Bryant Moniz,MTN-WEST,2010.0,67.2,56.4,691.0,66.9,73.1,8.8,-16.9,1.8,70.0,65.3,67.7,62.9,32.3,361.0,555.0,65.0,5040.0,9.1,80.0,39.0,15.0,38.0,159.1,,,,,,0.0,
656,Ben Chappell,BIG10,2010.0,64.9,36.4,569.0,56.8,63.0,-3.4,-8.6,5.9,66.0,36.3,55.3,26.9,33.2,302.0,483.0,62.5,3295.0,6.8,65.0,24.0,9.0,11.0,132.5,,,,,,22.0,
657,Ryan Tannehill,SEC,2010.0,64.4,1.6,309.0,14.1,25.5,-2.2,-10.6,1.4,51.3,66.0,50.5,76.8,40.9,152.0,234.0,65.0,1638.0,7.0,64.0,13.0,6.0,12.0,137.0,,,,,,2010.0,1.0
658,Kirk Cousins,BIG10,2010.0,64.2,17.3,416.0,30.8,51.8,-3.8,-15.1,-2.3,60.7,64.1,67.3,55.2,52.7,226.0,338.0,66.9,2825.0,8.4,55.0,20.0,10.0,20.0,150.7,,,,,,22.0,1.0
659,Tim Jefferson Jr.,MTN-WEST,2010.0,64.1,19.0,337.0,31.7,19.7,16.1,-2.0,-1.9,64.2,63.1,66.6,53.5,50.7,82.0,159.0,51.6,1459.0,9.2,63.0,10.0,6.0,5.0,141.9,154.0,794.0,5.2,59.0,15.0,0.0,
660,Christian Ponder,ACC,2010.0,64.1,4.8,438.0,21.9,28.6,9.3,-15.9,-0.2,52.8,75.5,72.6,64.8,67.6,184.0,299.0,61.5,2044.0,6.8,44.0,20.0,8.0,23.0,135.7,,,,,,0.0,1.0
661,Jeremiah Masoli,SEC,2010.0,63.3,8.6,447.0,23.4,19.3,11.7,-7.3,0.1,55.0,43.5,49.7,42.7,41.7,167.0,296.0,56.4,2039.0,6.9,70.0,14.0,13.0,11.0,121.1,121.0,544.0,4.5,56.0,6.0,2010.0,
662,Adam Weber,BIG10,2010.0,63.2,15.7,468.0,30.5,30.7,6.8,-9.7,2.6,58.6,30.8,52.5,22.2,31.3,205.0,368.0,55.7,2679.0,7.3,60.0,20.0,9.0,17.0,129.9,,,,,,2010.0,
663,Jordan Wynn,PAC-12,2010.0,62.9,10.5,343.0,22.1,28.2,-2.8,-3.7,0.5,57.9,68.2,57.8,67.3,64.6,186.0,299.0,62.2,2334.0,7.8,71.0,17.0,10.0,6.0,139.9,,,,,,0.0,
664,Danny O'Brien,BIG10,2010.0,61.7,10.0,415.0,25.5,36.2,-2.1,-9.8,1.2,56.3,64.5,53.2,66.8,57.1,192.0,337.0,57.0,2438.0,7.2,71.0,22.0,8.0,13.0,134.5,,,,,,20.0,
665,Sean Renfree,ACC,2010.0,61.2,8.3,546.0,28.8,39.6,3.6,-15.3,0.8,53.9,35.9,42.4,30.0,65.1,285.0,464.0,61.4,3131.0,6.7,70.0,14.0,17.0,23.0,120.7,,,,,,2010.0,1.0
666,Ryan Katz,PAC-12,2010.0,60.9,-5.5,464.0,13.7,30.5,5.0,-20.6,-0.7,46.9,63.3,64.3,52.0,69.9,213.0,355.0,60.0,2401.0,6.8,48.0,17.0,11.0,33.0,126.4,,,,,,21.0,
667,Bryan Ellis,C-USA,2010.0,60.8,25.5,472.0,43.1,43.5,2.2,-5.1,1.6,63.7,32.1,46.7,34.7,20.2,231.0,411.0,56.2,2940.0,7.2,72.0,25.0,12.0,7.0,130.5,,,,,,0.0,
668,Blaine Gabbert,SEC,2010.0,59.6,2.9,625.0,27.3,43.1,-4.2,-11.0,-0.5,51.2,77.1,63.6,76.8,64.4,301.0,475.0,63.4,3186.0,6.7,68.0,16.0,9.0,23.0,127.0,,,,,,0.0,1.0
669,Jordan Jefferson,SEC,2010.0,59.3,-3.6,344.0,11.6,11.5,11.6,-11.1,-0.5,47.3,77.1,60.4,75.9,76.0,118.0,209.0,56.5,1411.0,6.8,75.0,7.0,10.0,18.0,114.7,,,,,,2010.0,
670,Zach Collaros,American,2010.0,59.3,3.7,551.0,24.1,37.7,0.7,-18.0,3.7,51.8,44.4,56.4,34.5,50.3,225.0,383.0,58.7,2902.0,7.6,69.0,26.0,14.0,30.0,137.5,,,,,,2010.0,
671,David Piland,American,2010.0,59.2,14.8,402.0,28.1,31.0,-2.7,-3.0,2.7,59.5,42.9,56.5,31.8,50.8,201.0,345.0,58.3,2641.0,7.7,68.0,24.0,14.0,4.0,137.4,,,,,,22.0,
672,Steven Threet,PAC-12,2010.0,58.5,7.3,427.0,25.3,37.7,-1.2,-15.1,3.9,54.4,67.2,60.1,67.8,51.0,208.0,336.0,61.9,2534.0,7.5,62.0,18.0,16.0,23.0,133.4,,,,,,21.0,
673,Ryan Colburn,MTN-WEST,2010.0,58.0,20.6,487.0,35.3,54.7,9.7,-27.8,-1.1,60.8,46.8,43.2,47.4,61.2,227.0,360.0,63.1,2817.0,7.8,78.0,23.0,9.0,36.0,144.9,,,,,,0.0,
674,Dayne Crist,ACC,2010.0,57.9,6.3,367.0,20.3,26.7,2.3,-10.5,1.8,54.5,65.7,49.4,71.2,61.6,174.0,294.0,59.2,2033.0,6.9,95.0,15.0,7.0,16.0,129.3,,,,,,19.0,
675,Geno Smith,BIG12,2010.0,57.5,7.7,522.0,28.0,41.1,7.1,-20.5,0.3,53.8,69.1,49.0,84.1,38.1,241.0,372.0,64.8,2763.0,7.4,71.0,24.0,7.0,28.0,144.7,,,,,,0.0,1.0
676,Kyle Padron,American,2010.0,56.8,29.9,641.0,50.8,61.3,11.4,-20.3,-1.5,61.9,46.2,48.8,51.1,31.1,302.0,508.0,59.4,3828.0,7.5,82.0,31.0,14.0,31.0,137.4,,,,,,22.0,
677,Nathan Scheelhaase,BIG10,2010.0,56.7,7.1,471.0,25.2,23.2,13.0,-12.8,2.0,53.9,65.8,58.9,69.5,44.7,155.0,264.0,58.7,1825.0,6.9,54.0,17.0,8.0,22.0,132.0,185.0,868.0,4.7,55.0,5.0,2010.0,
678,Jake Locker,PAC-12,2010.0,56.1,-6.8,486.0,15.0,26.1,2.6,-12.6,-1.0,46.4,54.0,55.6,50.6,50.9,184.0,332.0,55.4,2265.0,6.8,80.0,17.0,9.0,19.0,124.2,,,,,,0.0,1.0
679,Austen Arnaud,BIG12,2010.0,55.9,-2.4,436.0,14.6,19.5,3.0,-9.1,1.2,48.6,47.2,43.7,50.4,54.1,171.0,290.0,59.0,1703.0,5.9,37.0,13.0,10.0,18.0,116.2,,,,,,21.0,
680,Jeff Tuel,PAC-12,2010.0,55.6,-3.7,539.0,17.6,31.6,8.4,-24.6,2.3,48.2,33.2,39.7,31.7,55.2,219.0,366.0,59.8,2780.0,7.6,83.0,18.0,12.0,48.0,133.3,,,,,,0.0,
681,Austin Davis,C-USA,2010.0,55.5,27.0,623.0,47.9,49.2,10.5,-12.3,0.4,61.1,51.7,51.3,45.4,64.9,278.0,442.0,62.9,3103.0,7.0,67.0,20.0,6.0,17.0,134.1,,,,,,23.0,
682,Carson Coffman,BIG12,2010.0,55.5,4.1,403.0,19.5,35.8,-3.2,-14.6,1.6,52.7,49.9,58.9,35.7,65.2,171.0,263.0,65.0,2060.0,7.8,73.0,14.0,7.0,24.0,143.1,,,,,,0.0,
683,Adam Froman,ACC,2010.0,54.9,11.2,290.0,21.4,27.3,1.6,-8.2,0.7,59.9,55.9,51.3,53.5,63.6,132.0,218.0,60.5,1633.0,7.5,57.0,11.0,4.0,11.0,136.5,,,,,,20.0,
684,Chris Relf,SEC,2010.0,54.9,0.3,429.0,19.2,29.7,1.7,-11.5,-0.7,50.2,69.1,57.4,66.3,73.0,129.0,220.0,58.6,1789.0,8.1,81.0,13.0,6.0,22.0,141.0,194.0,713.0,3.7,71.0,5.0,2010.0,
685,Jacory Harris,ACC,2010.0,53.7,-9.4,339.0,6.1,11.5,3.1,-8.2,-0.3,42.8,65.1,50.9,74.0,48.2,148.0,270.0,54.8,1793.0,6.6,65.0,14.0,15.0,10.0,116.6,,,,,,22.0,
686,Ryan Aplin,SUN-BELT,2010.0,53.6,26.5,593.0,48.5,41.7,20.2,-15.9,2.6,61.4,35.3,43.9,35.7,39.2,250.0,408.0,61.3,2934.0,7.2,65.0,21.0,11.0,23.0,133.3,,,,,,19.0,
687,G.J. Kinne,American,2010.0,53.5,27.3,653.0,49.9,54.4,8.8,-15.5,2.4,60.7,57.8,62.9,44.6,63.8,275.0,460.0,59.8,3650.0,7.9,75.0,31.0,10.0,28.0,144.3,158.0,561.0,3.6,30.0,7.0,21.0,
689,Alex Gillett,MAC,2010.0,52.0,7.8,443.0,23.2,15.1,17.7,-12.4,2.7,54.5,13.0,39.5,7.9,29.2,127.0,229.0,55.5,1633.0,7.1,73.0,13.0,13.0,22.0,122.7,179.0,766.0,4.3,35.0,5.0,0.0,
690,John Brantley,SEC,2010.0,51.9,-13.9,428.0,5.3,26.5,-9.2,-12.1,0.0,41.7,68.2,52.0,76.2,50.5,200.0,329.0,60.8,2061.0,6.3,51.0,9.0,10.0,22.0,116.4,,,,,,0.0,
691,Austyn Carta-Samuels,MTN-WEST,2010.0,51.4,3.4,398.0,18.3,14.9,18.6,-17.7,2.5,52.2,29.0,32.4,32.0,53.6,154.0,252.0,61.1,1702.0,6.8,69.0,9.0,8.0,29.0,123.3,,,,,,0.0,
692,Alex Carder,MAC,2010.0,49.8,13.8,605.0,34.7,42.6,9.3,-20.3,3.2,55.9,42.2,37.7,43.8,68.7,289.0,458.0,63.1,3334.0,7.3,74.0,30.0,12.0,30.0,140.6,,,,,,2010.0,
693,B.J. Daniels,American,2010.0,48.6,-12.7,403.0,5.9,9.6,1.0,-11.9,7.3,41.9,56.5,42.7,64.3,57.8,143.0,245.0,58.4,1685.0,6.9,70.0,11.0,13.0,23.0,120.3,,,,,,0.0,1.0
694,Marc Verica,ACC,2010.0,48.3,-8.6,480.0,11.8,25.0,-2.9,-10.5,0.3,45.4,39.6,51.4,33.3,44.3,233.0,396.0,58.8,2799.0,7.1,76.0,14.0,14.0,21.0,122.8,,,,,,2010.0,
695,Corey Robinson,SUN-BELT,2010.0,47.2,12.7,612.0,35.0,57.5,-7.7,-14.7,-0.1,55.4,42.8,44.5,41.5,56.5,321.0,505.0,63.6,3726.0,7.4,79.0,28.0,15.0,23.0,137.9,,,,,,43.0,
696,Kyle Parker,ACC,2010.0,47.2,-22.6,424.0,-2.1,15.1,-11.1,-9.7,3.8,36.5,63.6,50.2,68.1,59.3,196.0,341.0,57.5,2213.0,6.5,74.0,12.0,11.0,12.0,117.2,,,,,,0.0,
697,Riley Dodge,C-USA,2010.0,47.0,5.3,290.0,17.7,24.9,3.9,-10.1,-1.0,54.8,24.2,33.9,25.2,42.5,106.0,176.0,60.2,1212.0,6.9,66.0,11.0,4.0,15.0,134.1,,,,,,0.0,
698,Wesley Carroll,C-USA,2010.0,46.9,-5.3,474.0,15.4,29.8,-1.7,-11.8,-0.9,47.1,44.6,46.1,45.5,48.6,226.0,367.0,61.6,2623.0,7.1,67.0,16.0,14.0,19.0,128.4,,,,,,22.0,
699,Rob Henry,BIG10,2010.0,45.5,-1.4,270.0,9.8,2.4,9.4,-1.1,-0.9,48.6,36.8,23.5,52.2,60.2,86.0,162.0,53.1,996.0,6.1,76.0,8.0,7.0,3.0,112.4,104.0,547.0,5.3,67.0,4.0,2010.0,
700,Garrett Gilbert,BIG12,2010.0,45.1,-18.6,593.0,7.8,9.2,11.5,-12.3,-0.7,41.9,46.7,28.5,69.6,47.6,260.0,441.0,59.0,2744.0,6.2,63.0,10.0,17.0,18.0,111.0,,,,,,0.0,1.0
701,Jerrod Johnson,SEC,2010.0,45.1,-12.3,395.0,5.5,13.0,8.5,-14.6,-1.4,42.0,66.0,50.5,76.8,40.9,158.0,279.0,56.6,1947.0,7.0,69.0,14.0,9.0,25.0,125.4,,,,,,0.0,
702,Brian Anderson,C-USA,2010.0,44.4,-3.4,468.0,15.9,17.4,3.4,-8.0,3.0,48.1,29.2,24.6,44.4,39.1,218.0,384.0,56.8,2358.0,6.1,96.0,20.0,15.0,11.0,117.7,,,,,,22.0,
703,Austin Dantin,MAC,2010.0,42.7,-8.2,326.0,6.5,14.9,5.1,-11.3,-2.3,43.5,46.2,37.9,60.9,35.4,127.0,192.0,66.1,1254.0,6.5,73.0,7.0,8.0,14.0,124.7,,,,,,0.0,
704,Jake Heaps,INDEP,2010.0,42.5,-11.7,462.0,7.5,16.6,-0.3,-10.6,1.9,43.5,56.6,43.1,66.2,56.9,219.0,383.0,57.2,2316.0,6.0,62.0,15.0,9.0,18.0,116.2,,,,,,0.0,
705,Trevor Vittatoe,C-USA,2010.0,42.2,3.6,519.0,23.2,33.6,0.7,-13.1,2.4,51.8,31.0,39.5,25.3,68.6,220.0,407.0,54.1,2756.0,6.8,73.0,22.0,13.0,18.0,122.4,,,,,,22.0,
706,Ricky Dobbs,American,2010.0,42.1,-9.8,441.0,10.0,32.5,-16.9,-6.8,0.9,44.3,55.2,70.0,43.6,29.9,82.0,150.0,54.7,1527.0,10.2,85.0,13.0,6.0,10.0,160.8,266.0,967.0,3.6,41.0,14.0,0.0,
707,Pete Thomas,MTN-WEST,2010.0,41.9,-19.7,493.0,2.5,22.9,-0.3,-21.0,1.0,39.8,21.2,27.8,28.6,33.7,253.0,391.0,64.7,2662.0,6.8,73.0,11.0,13.0,44.0,124.5,,,,,,0.0,
708,Nathan Enderle,SUN-BELT,2010.0,41.5,-6.1,582.0,17.1,37.9,-2.2,-21.6,2.9,47.3,35.7,37.5,42.0,41.6,271.0,478.0,56.7,3314.0,6.9,76.0,22.0,16.0,39.0,123.4,,,,,,0.0,1.0
709,Boo Jackson,MAC,2010.0,41.4,0.6,420.0,15.8,20.8,5.0,-13.6,3.4,50.3,44.2,37.7,46.3,68.7,149.0,245.0,60.8,1897.0,7.7,61.0,18.0,17.0,21.0,136.2,,,,,,2010.0,
710,Ryan Radcliff,MAC,2010.0,41.3,-5.1,571.0,18.1,44.1,-5.4,-22.2,1.8,47.7,30.4,33.1,37.0,43.1,282.0,466.0,60.5,3358.0,7.2,70.0,17.0,17.0,33.0,125.8,,,,,,2010.0,
711,Matt Simms,SEC,2010.0,41.1,-20.7,264.0,-6.8,9.7,1.1,-16.5,-1.1,30.7,57.9,54.7,58.4,48.6,113.0,195.0,57.9,1460.0,7.5,72.0,8.0,5.0,25.0,129.3,,,,,,0.0,
712,Tanner Price,ACC,2010.0,40.5,-15.4,332.0,0.4,11.1,0.4,-10.6,-0.5,38.2,33.2,37.3,38.1,40.6,137.0,241.0,56.8,1349.0,5.6,78.0,7.0,8.0,19.0,106.8,,,,,,0.0,
713,Omar Clayton,MTN-WEST,2010.0,38.5,-22.6,409.0,-1.9,8.3,0.8,-11.7,0.7,36.0,15.4,25.6,18.1,42.3,158.0,283.0,55.8,1818.0,6.4,65.0,13.0,9.0,25.0,118.6,,,,,,20.0,
714,Richard Brehaut,PAC-12,2010.0,38.4,-19.5,288.0,-4.2,6.6,-2.8,-8.4,0.1,33.1,47.1,35.2,54.6,65.2,119.0,212.0,56.1,1296.0,6.1,68.0,6.0,7.0,14.0,110.2,,,,,,0.0,
715,Trent Steelman,INDEP,2010.0,37.9,-6.5,356.0,8.9,12.4,-0.1,-4.2,0.8,45.3,43.7,43.0,41.9,65.0,71.0,133.0,53.4,995.0,7.5,45.0,7.0,3.0,8.0,129.1,197.0,721.0,3.7,28.0,11.0,0.0,
716,Ryan Nassib,ACC,2010.0,37.8,-19.8,477.0,2.6,31.5,-4.7,-25.1,1.0,39.4,51.1,40.3,59.5,54.4,202.0,358.0,56.4,2334.0,6.5,52.0,19.0,8.0,31.0,124.2,,,,,,20.0,1.0
717,Zach Frazer,INDEP,2010.0,37.7,-23.1,317.0,-6.5,4.0,-1.9,-8.0,-0.5,31.9,54.9,40.4,63.1,59.9,136.0,261.0,52.1,1425.0,5.5,47.0,5.0,6.0,13.0,99.7,,,,,,0.0,
718,Kolton Browning,SUN-BELT,2010.0,36.6,-10.7,587.0,14.6,32.5,4.6,-20.1,-2.8,45.3,22.8,23.6,36.5,35.4,234.0,378.0,61.9,2552.0,6.8,82.0,18.0,12.0,34.0,128.0,,,,,,0.0,
719,Zac Dysert,MAC,2010.0,36.3,-15.1,454.0,5.6,26.4,-3.9,-16.1,-0.7,41.4,39.0,30.3,54.2,47.8,222.0,343.0,64.7,2406.0,7.0,82.0,13.0,12.0,26.0,129.2,,,,,,0.0,1.0
720,Jordan La Secla,MTN-WEST,2010.0,35.8,-17.8,511.0,5.6,24.3,2.6,-20.5,-0.8,41.0,17.2,21.1,25.4,40.1,231.0,391.0,59.1,2860.0,7.3,75.0,16.0,16.0,29.0,125.8,,,,,,0.0,
721,Nick Fanuzzi,C-USA,2010.0,34.6,-10.6,328.0,3.8,19.1,-5.9,-8.7,-0.5,41.7,22.4,33.4,19.1,59.2,151.0,241.0,62.7,1681.0,7.0,59.0,11.0,9.0,18.0,128.8,,,,,,2010.0,
722,Diondre Borel,MTN-WEST,2010.0,34.6,-29.5,487.0,-4.4,6.9,2.4,-15.9,2.2,34.8,26.6,34.9,32.3,31.3,167.0,314.0,53.2,2108.0,6.7,79.0,8.0,13.0,25.0,109.7,,,,,,0.0,
723,Chris Masson,SUN-BELT,2010.0,34.5,-16.8,347.0,-0.1,16.8,-6.1,-12.4,1.6,37.7,22.6,27.1,34.1,27.9,148.0,280.0,52.9,1842.0,6.6,82.0,11.0,6.0,17.0,116.8,,,,,,2010.0,
724,Chas Dodd,BIG10,2010.0,34.3,-24.2,316.0,-7.6,22.4,-1.8,-26.9,-1.3,31.1,33.9,24.1,47.3,59.2,123.0,223.0,55.2,1637.0,7.3,66.0,11.0,7.0,45.0,126.8,,,,,,0.0,
725,Spencer Keith,MAC,2010.0,33.8,-20.2,449.0,1.2,5.1,6.0,-11.1,1.2,38.5,31.2,20.3,54.6,35.3,215.0,364.0,59.1,2212.0,6.1,49.0,8.0,11.0,20.0,111.3,,,,,,0.0,
726,Jeff Van Camp,C-USA,2010.0,33.2,-23.9,428.0,-2.9,19.0,-0.3,-22.6,1.3,35.9,22.6,20.8,34.4,45.8,192.0,335.0,57.3,2459.0,7.3,80.0,17.0,13.0,34.0,128.0,,,,,,0.0,
727,Joshua Nesbitt,ACC,2010.0,32.9,-23.4,305.0,-7.7,-5.2,0.5,-4.5,1.1,31.1,48.8,51.5,45.4,53.3,39.0,105.0,37.1,674.0,6.4,50.0,7.0,4.0,8.0,105.4,166.0,737.0,4.4,71.0,10.0,0.0,
728,Jordan Webb,BIG12,2010.0,32.5,-20.8,308.0,-4.2,3.8,5.0,-12.6,-0.3,33.2,23.0,25.4,33.7,36.9,121.0,214.0,56.5,1195.0,5.6,43.0,7.0,8.0,21.0,106.8,,,,,,2010.0,
729,Ryan Griffin,American,2010.0,31.6,-20.4,446.0,0.8,24.8,-5.5,-19.9,1.5,38.3,21.4,30.4,32.1,18.8,223.0,372.0,59.9,2371.0,6.4,73.0,14.0,8.0,27.0,121.6,,,,,,0.0,
730,Matt Christian,INDEP,2010.0,31.4,-19.2,328.0,-2.6,3.2,-2.9,-4.7,1.8,35.2,10.2,15.0,16.3,42.2,114.0,237.0,48.1,1372.0,5.8,58.0,8.0,2.0,7.0,106.2,,,,,,0.0,
731,Ryan Williams,American,2010.0,30.4,-28.6,376.0,-7.7,11.1,-2.9,-15.4,-0.5,31.2,9.1,9.7,22.1,34.7,165.0,290.0,56.9,2075.0,7.2,81.0,13.0,10.0,31.0,124.9,,,,,,0.0,
